Diện tích sử dụng,Mã BĐS,price,Pháp lý,Ngày đăng,Nhà tắm,Phòng ngủ,address,Diện tích đất
31 m2,22684844,6 tỷ 350 triệu,Sổ đỏ,15/05/2025,3,3,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",31 m2(5x6)
,22683775,11 tỷ 360 triệu,Không xác định,15/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
75 m2,22684975,11 tỷ 175 triệu,Hợp đồng mua bán,15/05/2025,1,1,"Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",75 m2(5x15)
75 m2,22684973,11 tỷ 250 triệu,Hợp đồng mua bán,15/05/2025,8,8,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",75 m2(5x15)
75 m2,22684977,11 tỷ 25 triệu,Hợp đồng mua bán,15/05/2025,1,1,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",75 m2(5x15)
75 m2,22684972,11 tỷ 100 triệu,Hợp đồng mua bán,15/05/2025,8,8,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",75 m2(5x15)
"889,3 m2",22678226,17 tỷ 786 triệu,Sổ đỏ,14/05/2025,,,"Hồ Chí Minh, Xã Trần Phú, Huyện Chương Mỹ, Hà Nội","889,3 m2(42x21,17)"
45 m2,22678227,900 triệu,Giấy tờ hợp lệ,14/05/2025,,,"Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",45 m2(5x9)
40 m2,22684597,7 tỷ 500 triệu,Sổ đỏ,14/05/2025,3,4,"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",33 m2(5x9)
40 m2,22684628,7 tỷ 500 triệu,Sổ đỏ,14/05/2025,3,4,"Trung Phụng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",33 m2(5x9)
45 m2,22684703,7 tỷ 800 triệu,Sổ đỏ,14/05/2025,4,3,"Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội","45 m2(3,5x14)"
81 m2,22684573,12 tỷ 312 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",
81 m2,22684575,12 tỷ 393 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",
,22684571,12 tỷ 240 triệu,Sổ đỏ,14/05/2025,2,2,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","80 m2(10x8,1)"
95 m2,22684567,19 tỷ,Sổ đỏ,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",
80 m2,22684620,17 tỷ 600 triệu,Sổ đỏ,14/05/2025,5,3,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","80 m2(5,4x12)"
,22684544,12 tỷ,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
,22684540,12 tỷ 80 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
,22684542,11 tỷ 840 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
,22684541,11 tỷ 680 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
,22684539,11 tỷ 760 triệu,Không xác định,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
81 m2,22684565,12 tỷ 312 triệu,Sổ đỏ,14/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",
,22679356,6 tỷ 400 triệu,Sổ đỏ,13/05/2025,3,4,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","33,5 m2(3x11,1)"
,22677739,78 tỷ 500 triệu,Sổ đỏ,13/05/2025,9,9,"Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",95 m2(8x12)
46 m2,22679354,8 tỷ 900 triệu,Sổ đỏ,13/05/2025,3,3,"Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội","42 m2(3,88x13)"
232 m2,22664871,45 tỷ,Sổ đỏ,13/05/2025,1,,"Long Biên 2, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",232 m2(7x33)
65 m2,22684518,16 tỷ 200 triệu,Sổ đỏ,13/05/2025,,6,"Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",65 m2(5x13)
300 m2,22684340,12 tỷ,Sổ đỏ,13/05/2025,4,6,"Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",58 m2(6x10)
300 m2,22684284,12 tỷ,Sổ đỏ,13/05/2025,4,6,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",58 m2(6x10)
44 m2,22684369,7 tỷ 900 triệu,Sổ đỏ,13/05/2025,3,4,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",46 m2(4x114)
58 m2,22684365,11 tỷ 800 triệu,Sổ đỏ,13/05/2025,4,3,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",58 m2(4x10)
95 m2,22683283,23 tỷ,Sổ đỏ,12/05/2025,5,6,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",95 m2(5x19)
50 m2,22680555,10 tỷ 300 triệu,Sổ đỏ,12/05/2025,,,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50 m2(4x12)
45 m2,22668944,11 tỷ 600 triệu,Sổ đỏ,12/05/2025,4,5,"Nhuệ Giang, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",45 m2(4x12)
50 m2,22667614,8 tỷ 800 triệu,Sổ đỏ,12/05/2025,,,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",50 m2(5x10)
40 m2,22667207,6 tỷ,Sổ đỏ,12/05/2025,,,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",40 m2(4x10)
50 m2,22664992,8 tỷ 600 triệu,Sổ đỏ,12/05/2025,,,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",50 m2(5x10)
75 m2,22663925,7 tỷ 900 triệu,Sổ đỏ,12/05/2025,,,"Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",70 m2(5x14)
60 m2,22662991,15 tỷ 500 triệu,Sổ đỏ,12/05/2025,5,5,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",60 m2(5x14)
39 m2,22662892,12 tỷ 500 triệu,Sổ đỏ,12/05/2025,5,5,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",40 m2(4x9)
35 m2,22662503,6 tỷ 350 triệu,Sổ đỏ,12/05/2025,4,3,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",35 m2(4x9)
45 m2,22668138,13 tỷ 800 triệu,Sổ đỏ,12/05/2025,5,5,"Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",45 m2(4x10)
45 m2,22669494,12 tỷ 400 triệu,Sổ đỏ,12/05/2025,4,4,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",45 m2(4x11)
55 m2,22670123,20 tỷ 500 triệu,Sổ đỏ,12/05/2025,6,6,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",55 m2(5x11)
50 m2,22670508,14 tỷ 500 triệu,Sổ đỏ,12/05/2025,5,5,"Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",50 m2(4x12)
45 m2,22672268,18 tỷ 300 triệu,Sổ đỏ,12/05/2025,5,5,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",45 m2(4x11)
55 m2,22672278,15 tỷ 300 triệu,Sổ đỏ,12/05/2025,5,5,"Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",50 m2(5x10)
52 m2,22672769,12 tỷ 800 triệu,Sổ đỏ,12/05/2025,2,2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",52 m2(4x13)
50 m2,22673078,11 tỷ 150 triệu,Sổ đỏ,12/05/2025,,,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","50 m2(4x12,5)"
75 m2,22673398,18 tỷ,Sổ đỏ,12/05/2025,5,5,"Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",70 m2(7x10)
55 m2,22673081,12 tỷ 500 triệu,Sổ đỏ,12/05/2025,5,5,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50 m2(4x13)
65 m2,22676441,15 tỷ,Sổ đỏ,12/05/2025,5,4,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",60 m2(5x12)
50 m2,22666890,8 tỷ 600 triệu,Sổ đỏ,12/05/2025,,,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",50 m2(5x10)
40 m2,22666887,6 tỷ,Sổ đỏ,12/05/2025,1,1,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",40 m2(4x10)
45 m2,22666745,8 tỷ 700 triệu,Sổ đỏ,12/05/2025,4,4,"Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",45 m2(4x10)
54 m2,22666740,7 tỷ 850 triệu,Sổ đỏ,12/05/2025,4,4,"Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",54 m2(4x90)
55 m2,22666058,18 tỷ 900 triệu,Sổ đỏ,12/05/2025,6,6,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",50 m2(5x8)
49 m2,22665840,13 tỷ 850 triệu,Sổ đỏ,12/05/2025,6,5,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội","50 m2(5,6x9)"
50 m2,22662968,15 tỷ 800 triệu,Sổ đỏ,12/05/2025,5,6,"Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",49 m2(4x12)
60 m2,22680087,17 tỷ,Sổ đỏ,12/05/2025,20,21,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",59 m2(5x12)
55 m2,22677655,16 tỷ 700 triệu,Sổ đỏ,12/05/2025,5,6,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",50 m2(5x10)
45 m2,22662443,11 tỷ 900 triệu,Sổ đỏ,12/05/2025,5,5,"Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",45 m2(4x11)
77 m2,22682961,1 tỷ 550 triệu,Sổ đỏ,12/05/2025,5,5,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội","77 m2(4,5x17)"
,22683520,25 tỷ 500 triệu,Sổ đỏ,12/05/2025,5,6,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",80 m2(18x5)
,22684263,5 tỷ 300 triệu,Sổ hồng,12/05/2025,5,4,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","32 m2(3,3x10)"
72 m2,22684278,17 tỷ 500 triệu,Sổ đỏ,12/05/2025,,7,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","72 m2(4,8x16)"
80 m2,22684208,18 tỷ 500 triệu,Sổ đỏ,12/05/2025,21,21,"An Hòa, Phường Quang Trung, Quận Hà Đông, Hà Nội",80 m2(5x16)
,22684048,11 tỷ 360 triệu,Không xác định,12/05/2025,,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",80 m2(2x40)
,22684258,12 tỷ 149 triệu,Sổ đỏ,12/05/2025,3,3,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","81 m2(10x8,1)"
100 m2,22684233,30 triệu,Sổ đỏ,12/05/2025,6,6,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",100 m2(5x20)
,22684257,11 tỷ 250 triệu,Sổ đỏ,12/05/2025,3,3,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","75 m2(10x7,5)"
,22684039,3 tỷ 900 triệu,Sổ hồng,11/05/2025,3,3,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",30 m2(5x6)
80 m2,22684032,28 tỷ 800 triệu,Sổ đỏ,11/05/2025,,8,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","80 m2(5,8x13,8)"
,22683966,2 tỷ 600 triệu,Sổ hồng,11/05/2025,3,3,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","26 m2(3,5x7,5)"
31 m2,22683969,7 tỷ,Sổ đỏ,11/05/2025,4,3,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội","31 m2(5,5x6)"
31 m2,22684004,6 tỷ 480 triệu,Sổ đỏ,11/05/2025,4,3,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","31 m2(4,8x7)"
81 m2,22677222,12 tỷ 312 triệu,Giấy tờ hợp lệ,10/05/2025,4,6,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","81 m2(5x16,5)"
81 m2,22677237,12 tỷ 393 triệu,Giấy tờ hợp lệ,10/05/2025,4,6,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",81 m2(5x16)
50 m2,22678983,11 tỷ 200 triệu,Sổ đỏ,10/05/2025,4,4,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội","42 m2(3,4x14,7)"
,22679327,5 tỷ 750 triệu,Sổ đỏ,10/05/2025,3,4,"Chùa Võ, Phường Dương Nội, Quận Hà Đông, Hà Nội","42 m2(3,6x11,7)"
,22679348,5 tỷ 950 triệu,Sổ đỏ,10/05/2025,3,3,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","35 m2(3,5x10)"
,22679342,15 tỷ,Sổ đỏ,10/05/2025,7,7,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","54 m2(5,4x10)"
,22677833,14 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,4,"Yên Bình, Phường Phúc La, Quận Hà Đông, Hà Nội","44,5 m2(4,3x10)"
,22677777,10 tỷ 200 triệu,Sổ đỏ,10/05/2025,4,3,"Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội","35 m2(3,6x9,8)"
,22677766,6 tỷ 750 triệu,Sổ đỏ,10/05/2025,4,3,"Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội","31 m2(4,5x6,9)"
,22677764,8 tỷ 650 triệu,Sổ đỏ,10/05/2025,4,3,"Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội","41 m2(5,2x8)"
,22677757,12 tỷ 900 triệu,Sổ đỏ,10/05/2025,8,8,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","52 m2(8x6,5)"
,22677736,85 tỷ 999 triệu,Sổ đỏ,10/05/2025,4,4,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",275 m2(39x30)
,22677735,28 tỷ,Sổ đỏ,10/05/2025,4,4,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội","76 m2(17,8x20)"
,22677734,22 tỷ 700 triệu,Sổ đỏ,10/05/2025,4,5,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội","90 m2(4,5x20)"
,22677733,21 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,6,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội","50 m2(5,3x9,5)"
,22677732,6 tỷ 300 triệu,Sổ đỏ,10/05/2025,3,3,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",24 m2(3x8)
,22679319,17 tỷ 800 triệu,Sổ đỏ,10/05/2025,6,6,"Phố Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","50 m2(4x12,5)"
,22679080,28 tỷ 800 triệu,Sổ đỏ,10/05/2025,5,5,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",120 m2(6x20)
54 m2,22679078,11 tỷ 700 triệu,Sổ đỏ,10/05/2025,15,15,"Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",
,22679074,15 tỷ 500 triệu,Sổ đỏ,10/05/2025,1,1,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","50 m2(4x12,5)"
,22679072,4 tỷ 200 triệu,Sổ đỏ,10/05/2025,4,3,"Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","33 m2(3,1x11)"
,22679068,15 tỷ,Sổ đỏ,10/05/2025,7,14,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","50 m2(4,2x11)"
,22679060,6 tỷ 600 triệu,Sổ đỏ,10/05/2025,,,"Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","32 m2(4,4x7,3)"
,22679053,10 tỷ 850 triệu,Sổ đỏ,10/05/2025,3,4,"Huỳnh Thúc Kháng, Phường Yết Kiêu, Quận Hà Đông, Hà Nội","42 m2(4,1x10)"
,22679033,10 tỷ,Sổ đỏ,10/05/2025,,,"Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội",50 m2(5x10)
56 m2,22679027,21 tỷ 500 triệu,Sổ đỏ,10/05/2025,7,3,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",50 m2(4x12)
50 m2,22679021,18 tỷ 400 triệu,Sổ đỏ,10/05/2025,5,3,"Phố Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội","48 m2(4x12,5)"
,22678991,5 tỷ 900 triệu,Sổ đỏ,10/05/2025,3,6,"Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",33 m2(3x11)
,22677889,5 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,3,"Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội","30 m2(3,5x8,6)"
,22678082,6 tỷ 200 triệu,Sổ đỏ,10/05/2025,4,4,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",29 m2(5x6)
,22677881,13 tỷ,Sổ đỏ,10/05/2025,3,4,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",46 m2(3x15)
,22677836,13 tỷ 980 triệu,Sổ đỏ,10/05/2025,5,4,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","49 m2(4x12,5)"
,22677786,9 tỷ 100 triệu,Sổ đỏ,10/05/2025,4,3,"Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội","33 m2(3,5x9,5)"
33 m2,22676766,5 tỷ 700 triệu,Sổ đỏ,10/05/2025,4,3,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",33 m2(5x6)
35 m2,22678639,12 tỷ 200 triệu,Sổ đỏ,10/05/2025,4,6,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","30 m2(4,2x8,3)"
,22678638,7 tỷ 100 triệu,Sổ đỏ,10/05/2025,4,3,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","31 m2(4,2x7,4)"
,22678633,14 tỷ 500 triệu,Sổ đỏ,10/05/2025,,,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",50 m2(5x9)
,22678628,4 tỷ 100 triệu,Sổ đỏ,10/05/2025,4,4,"Cổ Bản - Nhân Sơn, Phường Đồng Mai, Quận Hà Đông, Hà Nội","31 m2(4,35x7,12)"
,22678618,3 tỷ 650 triệu,Sổ đỏ,10/05/2025,3,3,"An Thắng, Phường Biên Giang, Quận Hà Đông, Hà Nội","36 m2(4,6x8)"
,22678616,11 tỷ 950 triệu,Sổ đỏ,10/05/2025,5,4,"Ba La, Phường Phú Lãm, Quận Hà Đông, Hà Nội","52 m2(4,3x11)"
,22678568,9 tỷ,Sổ đỏ,10/05/2025,3,3,"Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","58 m2(3,1x19)"
,22678572,6 tỷ 800 triệu,Sổ đỏ,10/05/2025,4,3,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","33,3 m2(3,2x10,4)"
,22678558,12 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,6,"Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",42 m2(6x7)
,22678541,38 tỷ,Sổ đỏ,10/05/2025,3,3,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","99 m2(5,2x395)"
,22678550,8 tỷ 900 triệu,Sổ đỏ,10/05/2025,5,5,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội","32 m2(6,5x4)"
,22678518,21 tỷ 800 triệu,Sổ đỏ,10/05/2025,4,4,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",50 m2(5x10)
,22678132,45 tỷ,Sổ đỏ,10/05/2025,3,2,"Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","77,3 m2(6x12)"
,22678111,3 tỷ 630 triệu,Sổ đỏ,10/05/2025,3,3,"Cổ Bản - Nhân Sơn, Phường Đồng Mai, Quận Hà Đông, Hà Nội","30 m2(5,29x5,6)"
,22678021,24 tỷ,Sổ đỏ,10/05/2025,4,3,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","105 m2(5,5x20)"
,22678016,15 tỷ 300 triệu,Sổ đỏ,10/05/2025,9,9,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","50 m2(3,3x15,15)"
55 m2,22678014,12 tỷ 500 triệu,Sổ đỏ,10/05/2025,12,12,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","50 m2(3,6x13)"
,22678012,15 tỷ 600 triệu,Sổ đỏ,10/05/2025,9,8,"Khương Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",61 m2(4x15)
155 m2,22678009,9 tỷ 980 triệu,Sổ đỏ,10/05/2025,4,3,"Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","31 m2(3,6x8,6)"
,22678008,45 tỷ 800 triệu,Sổ đỏ,10/05/2025,5,4,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",89 m2(6x15)
,22678112,26 tỷ 499 triệu,Sổ đỏ,10/05/2025,5,4,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội","95,5 m2(5x19,1)"
,22678109,7 tỷ 380 triệu,Sổ đỏ,10/05/2025,4,4,"Ngô Thì Sĩ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","30,2 m2(7,36x4,1)"
,22678095,4 tỷ 900 triệu,Sổ đỏ,10/05/2025,4,3,"Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội","30 m2(3,44x9)"
,22678103,4 tỷ 850 triệu,Sổ đỏ,10/05/2025,3,3,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","31 m2(4,1x7,75)"
,22678073,15 tỷ 800 triệu,Sổ đỏ,10/05/2025,6,4,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","50 m2(5,05x10)"
,22678077,13 tỷ 800 triệu,Sổ đỏ,10/05/2025,4,3,"Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội","61 m2(5x12,2)"
35 m2,22678071,6 tỷ 900 triệu,Sổ đỏ,10/05/2025,4,3,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","33 m2(3,1x11)"
,22678026,22 tỷ,Sổ đỏ,10/05/2025,12,12,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","77 m2(7,8x10)"
,22678025,8 tỷ 100 triệu,Sổ đỏ,10/05/2025,2,2,"Giáp Nhất, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","50 m2(3,05x15)"
,22678024,16 tỷ,Sổ đỏ,10/05/2025,4,4,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","47 m2(3,2x14,7)"
,22677752,12 tỷ 500 triệu,Sổ đỏ,10/05/2025,3,3,"Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","53 m2(3,4x15,5)"
,22677737,12 tỷ 700 triệu,Sổ đỏ,10/05/2025,5,5,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","41 m2(3,8x10,8)"
,22677715,8 tỷ 950 triệu,Sổ đỏ,10/05/2025,4,4,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội","50 m2(3,7x13,5)"
33 m2,22677714,7 tỷ 500 triệu,Sổ đỏ,10/05/2025,3,3,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội","34 m2(3,3x10)"
30 m2,22677713,5 tỷ 700 triệu,Sổ đỏ,10/05/2025,4,3,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","30 m2(4,9x6,1)"
,22676755,12 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,3,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","35 m2(3,5x10)"
60 m2,22676680,13 tỷ 690 triệu,Sổ đỏ,10/05/2025,3,3,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","52 m2(3,6x13)"
,22676637,18 tỷ,Sổ đỏ,10/05/2025,7,7,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","44 m2(4,4x10)"
,22676623,6 tỷ 700 triệu,Sổ đỏ,10/05/2025,4,3,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","30 m2(3,8x8)"
,22678139,40 tỷ 500 triệu,Sổ đỏ,10/05/2025,8,8,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","65 m2(10x6,5)"
60 m2,22678136,17 tỷ 500 triệu,Sổ đỏ,10/05/2025,4,3,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",48 m2(4x15)
,22678138,8 tỷ 500 triệu,Sổ đỏ,10/05/2025,1,1,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","45 m2(3,1x15)"
69 m2,22678135,24 tỷ 600 triệu,Sổ đỏ,10/05/2025,4,4,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","63 m2(4x17,5)"
,22678133,44 tỷ 999 triệu,Sổ đỏ,10/05/2025,3,2,"Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","77 m2(6x12,9)"
,22678114,21 tỷ,Sổ đỏ,10/05/2025,4,3,"Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","92 m2(6x15,3)"
43 m2,22678013,10 tỷ 249 triệu,Sổ đỏ,10/05/2025,9,10,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",40 m2(4x9)
